month,product_id,provider_id,units_sold,units_returned,orders,gross_revenue_eur,discount_eur,net_revenue_eur,page_views,add_to_cart
2026-07,SKU-009-003,PRV-009,303,65,303,36041.85,6142.3,29899.55,12088,1253
2026-07,SKU-009-004,PRV-009,334,97,334,47745.3,8116.34,39628.96,14775,1910
2026-07,SKU-009-005,PRV-009,135,35,135,21728.25,4463.75,17264.5,5762,609
2026-07,SKU-009-006,PRV-009,338,77,338,18573.1,3885.54,14687.56,14841,1245
2026-07,SKU-009-007,PRV-009,178,58,178,9247.1,1940.23,7306.87,4460,309
2026-07,SKU-009-008,PRV-009,160,35,160,10872.0,2355.61,8516.39,5823,554
2026-07,SKU-009-009,PRV-009,213,46,213,10852.35,2304.26,8548.09,5211,691
2026-07,SKU-009-010,PRV-009,191,64,191,12023.45,2519.76,9503.69,7910,894
2026-07,SKU-009-011,PRV-009,170,42,170,19201.5,3499.18,15702.32,9003,1144
2026-07,SKU-009-012,PRV-009,129,32,129,10442.55,1823.96,8618.59,3075,353
2026-07,SKU-009-013,PRV-009,116,35,116,17162.2,3032.35,14129.85,6669,573
2026-07,SKU-009-014,PRV-009,53,12,53,5350.35,1093.04,4257.31,1500,86
2026-07,SKU-009-015,PRV-009,40,9,40,1958.0,348.61,1609.39,2034,263
2026-07,SKU-009-016,PRV-009,351,112,351,29466.45,4897.4,24569.05,11849,764
2026-07,SKU-009-017,PRV-009,207,47,207,24622.65,4209.75,20412.9,8258,782
2026-07,SKU-009-018,PRV-009,178,42,178,9069.1,1698.27,7370.83,7280,618
2026-07,SKU-009-019,PRV-009,169,56,169,13173.55,2397.0,10776.55,3824,235
2026-07,SKU-009-020,PRV-009,198,45,198,27710.1,4787.48,22922.62,6001,542
2026-07,SKU-009-021,PRV-009,386,88,386,19280.7,3625.24,15655.46,19977,2010
2026-07,SKU-009-022,PRV-009,234,73,234,12390.3,2183.09,10207.21,10231,760
2026-08,SKU-009-001,PRV-009,159,53,159,8896.05,565.45,8330.6,4894,494
2026-08,SKU-009-002,PRV-009,125,30,125,18868.75,1248.36,17620.39,4547,548
2026-08,SKU-009-003,PRV-009,355,84,355,42227.25,2398.34,39828.91,14182,920
2026-08,SKU-009-004,PRV-009,358,120,358,51176.1,2747.28,48428.82,18870,2394
2026-08,SKU-009-005,PRV-009,129,30,129,20762.55,1224.62,19537.93,4953,402
2026-08,SKU-009-006,PRV-009,383,83,383,21045.85,1319.94,19725.91,21277,1697
2026-08,SKU-009-007,PRV-009,218,72,218,11325.1,588.58,10736.52,12019,1379
2026-08,SKU-009-008,PRV-009,200,51,200,13590.0,813.67,12776.33,6892,722
2026-08,SKU-009-009,PRV-009,195,49,195,9935.25,661.6,9273.65,11236,1090
2026-08,SKU-009-010,PRV-009,225,67,225,14163.75,851.81,13311.94,12752,1087
2026-08,SKU-009-011,PRV-009,191,48,191,21573.45,1367.82,20205.63,6101,425
2026-08,SKU-009-012,PRV-009,56,12,56,4533.2,239.92,4293.28,1674,221
2026-08,SKU-009-013,PRV-009,113,36,113,16718.35,1018.24,15700.11,3815,416
2026-08,SKU-009-014,PRV-009,69,14,69,6965.55,363.88,6601.67,2233,188
2026-08,SKU-009-015,PRV-009,71,18,71,3475.45,238.46,3236.99,2944,298
2026-08,SKU-009-016,PRV-009,438,132,438,36770.1,2358.74,34411.36,20185,2470
2026-08,SKU-009-017,PRV-009,241,59,241,28666.95,1757.8,26909.15,12735,1277
2026-08,SKU-009-018,PRV-009,136,34,136,6929.2,414.7,6514.5,5421,635
2026-08,SKU-009-019,PRV-009,208,62,208,16213.6,979.75,15233.85,11558,1293
2026-08,SKU-009-020,PRV-009,204,49,204,28549.8,1815.29,26734.51,9838,704
2026-08,SKU-009-021,PRV-009,368,80,368,18381.6,1183.29,17198.31,10598,1048
2026-08,SKU-009-022,PRV-009,240,76,240,12708.0,813.54,11894.46,9525,1066
2024-09,SKU-010-001,PRV-010,112,10,112,5930.4,385.55,5544.85,6310,638
2024-09,SKU-010-003,PRV-010,72,8,72,2228.4,150.39,2078.01,3485,315
2024-09,SKU-010-004,PRV-010,149,14,149,49162.55,2954.62,46207.93,5535,568
2024-09,SKU-010-005,PRV-010,89,5,89,23758.55,1434.62,22323.93,3080,319
2024-09,SKU-010-006,PRV-010,81,8,81,4855.95,276.11,4579.84,3208,397
2024-09,SKU-010-007,PRV-010,49,4,49,9552.55,523.5,9029.05,1533,202
2024-09,SKU-010-008,PRV-010,49,4,49,2398.55,162.13,2236.42,1727,174
2024-09,SKU-010-010,PRV-010,189,18,189,13220.55,818.85,12401.7,7576,607
2024-09,SKU-010-011,PRV-010,198,20,198,27116.1,1856.99,25259.11,6461,814
2024-09,SKU-010-012,PRV-010,47,3,47,8457.65,493.29,7964.36,2136,167
2024-09,SKU-010-014,PRV-010,157,11,157,40812.15,2506.95,38305.2,5414,569
2024-09,SKU-010-015,PRV-010,136,11,136,5025.2,306.52,4718.68,3481,460
2024-09,SKU-010-016,PRV-010,102,8,102,15600.9,999.94,14600.96,3625,294
2024-09,SKU-010-017,PRV-010,269,20,269,21775.55,1144.8,20630.75,8789,701
2024-09,SKU-010-018,PRV-010,284,26,284,32077.8,1915.59,30162.21,8299,915
2024-10,SKU-010-001,PRV-010,111,10,111,5877.45,380.39,5497.06,4634,511
2024-10,SKU-010-003,PRV-010,62,4,62,1918.9,105.15,1813.75,3080,182
2024-10,SKU-010-004,PRV-010,116,11,116,38274.2,2390.05,35884.15,3324,400
2024-10,SKU-010-005,PRV-010,98,7,98,26161.1,1674.88,24486.22,3276,391
2024-10,SKU-010-006,PRV-010,97,9,97,5815.15,333.48,5481.67,3273,438
2024-10,SKU-010-007,PRV-010,82,7,82,15985.9,1020.53,14965.37,1919,223
2024-10,SKU-010-008,PRV-010,39,3,39,1909.05,110.2,1798.85,985,100
2024-10,SKU-010-010,PRV-010,196,15,196,13710.2,808.43,12901.77,7598,613
2024-10,SKU-010-011,PRV-010,238,22,238,32594.1,1837.15,30756.95,11330,1047
2024-10,SKU-010-012,PRV-010,56,5,56,10077.2,536.81,9540.39,2474,180
2024-10,SKU-010-014,PRV-010,165,16,165,42891.75,2342.31,40549.44,6365,729
2024-10,SKU-010-015,PRV-010,157,9,157,5801.15,350.41,5450.74,7488,924
2024-10,SKU-010-016,PRV-010,35,3,35,5353.25,343.74,5009.51,1702,94
2024-10,SKU-010-017,PRV-010,191,14,191,15461.45,977.35,14484.1,6293,439
2024-10,SKU-010-018,PRV-010,297,35,297,33546.15,1732.79,31813.36,11102,980
2024-11,SKU-010-001,PRV-010,147,15,147,7783.65,2015.07,5768.58,8005,656
2024-11,SKU-010-003,PRV-010,105,12,105,3249.75,771.15,2478.6,4022,314
2024-11,SKU-010-004,PRV-010,194,13,194,64010.3,15980.72,48029.58,6779,644
2024-11,SKU-010-005,PRV-010,107,11,107,28563.65,6866.39,21697.26,3265,192
2024-11,SKU-010-006,PRV-010,115,9,115,6894.25,1769.64,5124.61,4618,580
2024-11,SKU-010-007,PRV-010,94,8,94,18325.3,4424.34,13900.96,2235,201
2024-11,SKU-010-008,PRV-010,64,5,64,3132.8,840.18,2292.62,3457,238
2024-11,SKU-010-010,PRV-010,248,22,248,17347.6,4422.83,12924.77,12382,748
2024-11,SKU-010-011,PRV-010,256,25,256,35059.2,8110.39,26948.81,14573,975
2024-11,SKU-010-012,PRV-010,79,6,79,14216.05,3526.27,10689.78,2076,265
2024-11,SKU-010-014,PRV-010,202,16,202,52509.9,11851.87,40658.03,4688,329
2024-11,SKU-010-015,PRV-010,169,18,169,6244.55,1652.34,4592.21,5084,606
2024-11,SKU-010-016,PRV-010,120,13,120,18354.0,4335.87,14018.13,6226,352
2024-11,SKU-010-017,PRV-010,319,24,319,25823.05,6929.12,18893.93,12854,1325
2024-11,SKU-010-018,PRV-010,276,26,276,31174.2,7192.98,23981.22,7780,845
2024-12,SKU-010-001,PRV-010,127,10,127,6724.65,402.44,6322.21,6307,690
2024-12,SKU-010-003,PRV-010,71,5,71,2197.45,128.57,2068.88,3113,296
2024-12,SKU-010-004,PRV-010,170,15,170,56091.5,2923.59,53167.91,5794,595
2024-12,SKU-010-005,PRV-010,100,10,100,26695.0,1758.33,24936.67,5160,684
2024-12,SKU-010-006,PRV-010,110,11,110,6594.5,406.5,6188.0,4568,332
2024-12,SKU-010-007,PRV-010,93,8,93,18130.35,1037.19,17093.16,3463,314
2024-12,SKU-010-008,PRV-010,66,7,66,3230.7,185.32,3045.38,2304,171
2024-12,SKU-010-010,PRV-010,199,16,199,13920.05,846.72,13073.33,7563,479
2024-12,SKU-010-011,PRV-010,296,25,296,40537.2,2606.16,37931.04,11244,746
2024-12,SKU-010-012,PRV-010,68,4,68,12236.6,643.6,11593.0,2627,168
2024-12,SKU-010-014,PRV-010,221,18,221,57448.95,3324.87,54124.08,9451,1171
2024-12,SKU-010-015,PRV-010,183,19,183,6761.85,452.69,6309.16,5165,591
2024-12,SKU-010-016,PRV-010,127,12,127,19424.65,1193.76,18230.89,4042,437
2024-12,SKU-010-017,PRV-010,315,32,315,25499.25,1616.84,23882.41,11208,942
2024-12,SKU-010-018,PRV-010,320,19,320,36144.0,1960.46,34183.54,15567,1421
2025-01,SKU-010-001,PRV-010,109,10,109,5771.55,1033.4,4738.15,5638,502
2025-01,SKU-010-003,PRV-010,78,9,78,2414.1,481.84,1932.26,1852,214
2025-01,SKU-010-004,PRV-010,139,14,139,45863.05,8279.89,37583.16,7921,939
2025-01,SKU-010-005,PRV-010,41,3,41,10944.95,2208.3,8736.65,1029,88
2025-01,SKU-010-006,PRV-010,91,10,91,5455.45,953.44,4502.01,4530,580
2025-01,SKU-010-007,PRV-010,66,5,66,12866.7,2606.68,10260.02,2838,203
2025-01,SKU-010-008,PRV-010,21,2,21,1027.95,209.1,818.85,563,47
2025-01,SKU-010-009,PRV-010,72,7,72,24260.4,4847.78,19412.62,2023,181
2025-01,SKU-010-010,PRV-010,161,15,161,11261.95,2452.2,8809.75,4702,606
2025-01,SKU-010-011,PRV-010,205,21,205,28074.75,5571.49,22503.26,10131,1251
2025-01,SKU-010-012,PRV-010,64,8,64,11516.8,2344.63,9172.17,1792,139
2025-01,SKU-010-014,PRV-010,146,14,146,37952.7,6760.19,31192.51,8226,627
2025-01,SKU-010-015,PRV-010,128,11,128,4729.6,991.18,3738.42,4439,498
2025-01,SKU-010-016,PRV-010,101,9,101,15447.95,3054.19,12393.76,5309,296
2025-01,SKU-010-017,PRV-010,281,26,281,22746.95,4059.36,18687.59,11608,1110
2025-01,SKU-010-018,PRV-010,293,34,293,33094.35,5638.74,27455.61,14036,1540
2025-02,SKU-010-001,PRV-010,119,10,119,6301.05,379.4,5921.65,5126,549
2025-02,SKU-010-003,PRV-010,53,5,53,1640.35,102.58,1537.77,2231,184
2025-02,SKU-010-004,PRV-010,149,9,149,49162.55,2741.25,46421.3,5065,434
2025-02,SKU-010-005,PRV-010,89,9,89,23758.55,1384.42,22374.13,2663,230
2025-02,SKU-010-006,PRV-010,104,9,104,6234.8,381.93,5852.87,4194,493
2025-02,SKU-010-007,PRV-010,72,8,72,14036.4,900.79,13135.61,1712,181
2025-02,SKU-010-008,PRV-010,48,5,48,2349.6,134.2,2215.4,1678,184
2025-02,SKU-010-009,PRV-010,101,7,101,34031.95,1998.05,32033.9,3220,210
2025-02,SKU-010-010,PRV-010,198,20,198,13850.1,913.36,12936.74,10179,645
2025-02,SKU-010-011,PRV-010,195,18,195,26705.25,1482.54,25222.71,6342,531
2025-02,SKU-010-012,PRV-010,62,6,62,11156.9,574.67,10582.23,1706,207
2025-02,SKU-010-014,PRV-010,137,12,137,35613.15,2029.18,33583.97,4417,594
2025-02,SKU-010-015,PRV-010,130,11,130,4803.5,318.33,4485.17,5817,675
2025-02,SKU-010-016,PRV-010,97,9,97,14836.15,765.07,14071.08,2814,209
2025-02,SKU-010-017,PRV-010,225,17,225,18213.75,929.91,17283.84,10103,1249
2025-02,SKU-010-018,PRV-010,249,19,249,28124.55,1533.48,26591.07,6525,740
2025-03,SKU-010-001,PRV-010,126,7,126,6671.7,408.35,6263.35,3692,429
2025-03,SKU-010-003,PRV-010,83,8,83,2568.85,157.06,2411.79,3606,391
2025-03,SKU-010-004,PRV-010,138,14,138,45533.1,3115.86,42417.24,6997,728
2025-03,SKU-010-005,PRV-010,71,5,71,18953.45,1006.26,17947.19,2127,235
2025-03,SKU-010-006,PRV-010,114,9,114,6834.3,362.7,6471.6,4438,443
2025-03,SKU-010-007,PRV-010,68,6,68,13256.6,902.43,12354.17,2416,148
2025-03,SKU-010-008,PRV-010,46,4,46,2251.7,134.31,2117.39,1938,194
2025-03,SKU-010-009,PRV-010,62,7,62,20890.9,1091.29,19799.61,2797,180
2025-03,SKU-010-010,PRV-010,209,15,209,14619.55,968.6,13650.95,9555,893
2025-03,SKU-010-011,PRV-010,290,31,290,39715.5,2522.45,37193.05,10698,958
2025-03,SKU-010-012,PRV-010,63,5,63,11336.85,701.1,10635.75,2901,304
2025-03,SKU-010-014,PRV-010,132,13,132,34313.4,2347.58,31965.82,5113,342
2025-03,SKU-010-015,PRV-010,171,14,171,6318.45,380.88,5937.57,6327,436
2025-03,SKU-010-016,PRV-010,103,9,103,15753.85,1045.63,14708.22,5725,504
2025-03,SKU-010-017,PRV-010,201,17,201,16270.95,989.23,15281.72,5148,386
2025-03,SKU-010-018,PRV-010,233,21,233,26317.35,1435.96,24881.39,6087,723
2025-04,SKU-010-001,PRV-010,109,8,109,5771.55,333.0,5438.55,3194,193
2025-04,SKU-010-003,PRV-010,67,5,67,2073.65,140.31,1933.34,3300,415
2025-04,SKU-010-004,PRV-010,154,14,154,50812.3,2770.21,48042.09,7164,611
2025-04,SKU-010-005,PRV-010,80,6,80,21356.0,1431.34,19924.66,4416,376
2025-04,SKU-010-006,PRV-010,114,7,114,6834.3,422.12,6412.18,5803,761
2025-04,SKU-010-007,PRV-010,83,6,83,16180.85,928.84,15252.01,2982,216
2025-04,SKU-010-008,PRV-010,54,5,54,2643.3,158.62,2484.68,1691,109
2025-04,SKU-010-009,PRV-010,202,12,202,68063.9,4164.85,63899.05,5521,321
2025-04,SKU-010-010,PRV-010,179,18,179,12521.05,734.84,11786.21,6944,932
2025-04,SKU-010-011,PRV-010,249,24,249,34100.55,2063.15,32037.4,12316,1307
2025-04,SKU-010-012,PRV-010,51,4,51,9177.45,568.31,8609.14,1565,128
2025-04,SKU-010-014,PRV-010,188,16,188,48870.6,3340.39,45530.21,7404,660
2025-04,SKU-010-015,PRV-010,156,11,156,5764.2,366.7,5397.5,7951,641
2025-04,SKU-010-016,PRV-010,99,7,99,15142.05,1017.95,14124.1,4689,265
2025-04,SKU-010-017,PRV-010,239,26,239,19347.05,1237.45,18109.6,5783,708
2025-04,SKU-010-018,PRV-010,299,28,299,33772.05,2271.19,31500.86,16508,980
2025-05,SKU-010-001,PRV-010,104,8,104,5506.8,315.03,5191.77,2959,167
2025-05,SKU-010-003,PRV-010,71,6,71,2197.45,141.04,2056.41,2390,233
2025-05,SKU-010-004,PRV-010,118,10,118,38934.1,2237.85,36696.25,2752,207
2025-05,SKU-010-005,PRV-010,48,4,48,12813.6,710.23,12103.37,2073,125
2025-05,SKU-010-006,PRV-010,95,9,95,5695.25,362.0,5333.25,2635,239
2025-05,SKU-010-007,PRV-010,73,6,73,14231.35,949.3,13282.05,2506,182
2025-05,SKU-010-008,PRV-010,54,6,54,2643.3,161.12,2482.18,1764,208
2025-05,SKU-010-009,PRV-010,147,11,147,49531.65,3286.39,46245.26,7594,693
2025-05,SKU-010-010,PRV-010,237,15,237,16578.15,1095.87,15482.28,9992,1211
2025-05,SKU-010-011,PRV-010,220,17,220,30129.0,1795.2,28333.8,6557,869
2025-05,SKU-010-012,PRV-010,63,6,63,11336.85,781.06,10555.79,2951,246
2025-05,SKU-010-014,PRV-010,157,15,157,40812.15,2304.95,38507.2,3557,293
2025-05,SKU-010-015,PRV-010,186,16,186,6872.7,424.72,6447.98,8436,655
2025-05,SKU-010-016,PRV-010,103,9,103,15753.85,830.09,14923.76,3612,328
2025-05,SKU-010-017,PRV-010,262,25,262,21208.9,1421.58,19787.32,6388,488
2025-05,SKU-010-018,PRV-010,336,28,336,37951.2,2027.3,35923.9,16793,970
2025-06,SKU-010-001,PRV-010,100,10,100,5295.0,289.41,5005.59,2890,349
2025-06,SKU-010-003,PRV-010,74,7,74,2290.3,157.19,2133.11,1766,198
2025-06,SKU-010-004,PRV-010,118,10,118,38934.1,2502.39,36431.71,5941,568
2025-06,SKU-010-005,PRV-010,108,10,108,28830.6,1526.44,27304.16,5897,550
2025-06,SKU-010-006,PRV-010,84,7,84,5035.8,262.49,4773.31,2281,217
2025-06,SKU-010-007,PRV-010,78,9,78,15206.1,1023.25,14182.85,3943,363
2025-06,SKU-010-008,PRV-010,51,3,51,2496.45,151.59,2344.86,1818,200
2025-06,SKU-010-009,PRV-010,150,10,150,50542.5,2764.08,47778.42,7146,493
2025-06,SKU-010-010,PRV-010,174,16,174,12171.3,706.37,11464.93,5141,492
2025-06,SKU-010-011,PRV-010,230,15,230,31498.5,1998.46,29500.04,5523,677
2025-06,SKU-010-012,PRV-010,70,7,70,12596.5,770.39,11826.11,3657,421
2025-06,SKU-010-014,PRV-010,206,21,206,53549.7,3439.74,50109.96,11706,1575
2025-06,SKU-010-015,PRV-010,159,16,159,5875.05,313.68,5561.37,6113,586
2025-06,SKU-010-016,PRV-010,95,8,95,14530.25,947.62,13582.63,3516,320
2025-06,SKU-010-017,PRV-010,236,15,236,19104.2,1115.61,17988.59,10430,800
2025-06,SKU-010-018,PRV-010,242,17,242,27333.9,1556.93,25776.97,12274,1125
2025-07,SKU-010-001,PRV-010,100,8,100,5295.0,1026.54,4268.46,5089,303
2025-07,SKU-010-003,PRV-010,62,6,62,1918.9,402.73,1516.17,3246,373
2025-07,SKU-010-004,PRV-010,126,10,126,41573.7,7068.58,34505.12,7038,740
2025-07,SKU-010-005,PRV-010,103,8,103,27495.85,4719.43,22776.42,5074,619
2025-07,SKU-010-006,PRV-010,117,9,117,7014.15,1360.5,5653.65,5810,407
2025-07,SKU-010-007,PRV-010,76,7,76,14816.2,2773.31,12042.89,3726,341
2025-07,SKU-010-008,PRV-010,55,6,55,2692.25,479.35,2212.9,2831,315
2025-07,SKU-010-009,PRV-010,165,12,165,55596.75,9937.52,45659.23,4668,448
2025-07,SKU-010-010,PRV-010,201,17,201,14059.95,2469.56,11590.39,10405,768
2025-07,SKU-010-011,PRV-010,304,24,304,41632.8,6724.85,34907.95,12716,1463
2025-07,SKU-010-012,PRV-010,57,6,57,10257.15,2087.2,8169.95,2086,250
2025-07,SKU-010-013,PRV-010,57,4,57,3018.15,542.77,2475.38,2669,268
2025-07,SKU-010-014,PRV-010,184,15,184,47830.8,8530.46,39300.34,8308,975
2025-07,SKU-010-015,PRV-010,133,13,133,4914.35,982.3,3932.05,7107,561
2025-07,SKU-010-016,PRV-010,136,11,136,20801.2,4189.96,16611.24,6650,711
2025-07,SKU-010-017,PRV-010,176,15,176,14247.2,2808.81,11438.39,6113,371
2025-07,SKU-010-018,PRV-010,300,27,300,33885.0,5810.62,28074.38,9059,578
2025-08,SKU-010-001,PRV-010,140,10,140,7413.0,463.81,6949.19,5886,491
2025-08,SKU-010-003,PRV-010,73,6,73,2259.35,148.5,2110.85,1995,237
2025-08,SKU-010-004,PRV-010,122,11,122,40253.9,2248.97,38004.93,5918,569
2025-08,SKU-010-005,PRV-010,91,10,91,24292.45,1672.46,22619.99,2590,219
2025-08,SKU-010-006,PRV-010,102,7,102,6114.9,326.26,5788.64,2597,268
2025-08,SKU-010-007,PRV-010,83,7,83,16180.85,1034.69,15146.16,3824,356
2025-08,SKU-010-008,PRV-010,61,4,61,2985.95,205.03,2780.92,2762,290
2025-08,SKU-010-009,PRV-010,168,16,168,56607.6,3849.26,52758.34,5693,764
2025-08,SKU-010-010,PRV-010,195,22,195,13640.25,772.99,12867.26,10922,981
2025-08,SKU-010-011,PRV-010,254,30,254,34785.3,1847.97,32937.33,11932,1033
2025-08,SKU-010-012,PRV-010,72,7,72,12956.4,663.85,12292.55,4121,423
2025-08,SKU-010-013,PRV-010,104,12,104,5506.8,334.52,5172.28,3152,411
2025-08,SKU-010-014,PRV-010,215,17,215,55889.25,3596.15,52293.1,10349,703
2025-08,SKU-010-015,PRV-010,187,17,187,6909.65,469.93,6439.72,10736,886
2025-08,SKU-010-016,PRV-010,136,11,136,20801.2,1139.05,19662.15,7633,782
2025-08,SKU-010-017,PRV-010,220,23,220,17809.0,1104.74,16704.26,12266,897
2025-08,SKU-010-018,PRV-010,278,20,278,31400.1,2030.26,29369.84,15653,1308
2025-09,SKU-010-001,PRV-010,137,11,137,7254.15,431.26,6822.89,7905,435
2025-09,SKU-010-003,PRV-010,67,4,67,2073.65,107.92,1965.73,3370,442
2025-09,SKU-010-004,PRV-010,159,13,159,52462.05,3177.93,49284.12,6664,674
2025-09,SKU-010-005,PRV-010,85,9,85,22690.75,1194.69,21496.06,2479,220
2025-09,SKU-010-006,PRV-010,127,9,127,7613.65,457.12,7156.53,5842,747
2025-09,SKU-010-007,PRV-010,75,5,75,14621.25,967.04,13654.21,3104,397
2025-09,SKU-010-008,PRV-010,65,6,65,3181.75,176.93,3004.82,1904,146
2025-09,SKU-010-009,PRV-010,169,10,169,56944.55,3838.57,53105.98,5213,660
2025-09,SKU-010-010,PRV-010,214,18,214,14969.3,874.48,14094.82,7249,424
2025-09,SKU-010-011,PRV-010,250,22,250,34237.5,1758.96,32478.54,9599,788
2025-09,SKU-010-012,PRV-010,66,7,66,11876.7,753.94,11122.76,1603,179
2025-09,SKU-010-013,PRV-010,149,15,149,7889.55,498.31,7391.24,7913,576
2025-09,SKU-010-014,PRV-010,222,20,222,57708.9,3471.07,54237.83,6444,735
2025-09,SKU-010-015,PRV-010,176,16,176,6503.2,343.08,6160.12,8511,543
2025-09,SKU-010-016,PRV-010,106,10,106,16212.7,852.59,15360.11,2494,328
2025-09,SKU-010-017,PRV-010,334,34,334,27037.3,1683.7,25353.6,9003,992
2025-09,SKU-010-018,PRV-010,308,24,308,34788.6,2038.85,32749.75,13269,1078
2025-10,SKU-010-001,PRV-010,132,12,132,6989.4,362.47,6626.93,3465,193
2025-10,SKU-010-003,PRV-010,83,7,83,2568.85,166.49,2402.36,4659,627
2025-10,SKU-010-004,PRV-010,187,14,187,61700.65,3489.29,58211.36,6032,634
2025-10,SKU-010-005,PRV-010,99,9,99,26428.05,1449.98,24978.07,2899,193
2025-10,SKU-010-006,PRV-010,99,9,99,5935.05,364.8,5570.25,4827,276
2025-10,SKU-010-007,PRV-010,104,12,104,20274.8,1237.53,19037.27,3775,267
2025-10,SKU-010-008,PRV-010,62,5,62,3034.9,178.54,2856.36,2237,270
2025-10,SKU-010-009,PRV-010,226,16,226,76150.7,4513.84,71636.86,6468,604
2025-10,SKU-010-010,PRV-010,177,14,177,12381.15,718.01,11663.14,8534,843
2025-10,SKU-010-011,PRV-010,277,26,277,37935.15,1985.66,35949.49,8299,460
2025-10,SKU-010-012,PRV-010,84,7,84,15115.8,903.14,14212.66,4356,526
2025-10,SKU-010-013,PRV-010,190,17,190,10060.5,543.99,9516.51,8928,1019
2025-10,SKU-010-014,PRV-010,219,19,219,56929.05,3195.47,53733.58,5948,707
2025-10,SKU-010-015,PRV-010,179,16,179,6614.05,454.56,6159.49,4876,460
2025-10,SKU-010-016,PRV-010,127,14,127,19424.65,1065.76,18358.89,6150,710
2025-10,SKU-010-017,PRV-010,255,26,255,20642.25,1172.03,19470.22,5961,514
2025-10,SKU-010-018,PRV-010,261,18,261,29479.95,1645.24,27834.71,8344,553
2025-11,SKU-010-001,PRV-010,161,13,161,8524.95,1960.13,6564.82,4281,260
2025-11,SKU-010-003,PRV-010,96,11,96,2971.2,779.09,2192.11,3298,202
2025-11,SKU-010-004,PRV-010,237,27,237,78198.15,18575.93,59622.22,11486,772
2025-11,SKU-010-005,PRV-010,124,11,124,33101.8,7338.25,25763.55,3711,407
2025-11,SKU-010-006,PRV-010,161,15,161,9651.95,2302.98,7348.97,5062,425
2025-11,SKU-010-007,PRV-010,137,12,137,26708.15,6382.61,20325.54,3211,264
2025-11,SKU-010-008,PRV-010,69,5,69,3377.55,822.11,2555.44,3015,280
2025-11,SKU-010-009,PRV-010,272,26,272,91650.4,24584.2,67066.2,14562,1467
2025-11,SKU-010-010,PRV-010,232,24,232,16228.4,3613.52,12614.88,6663,704
2025-11,SKU-010-011,PRV-010,424,32,424,58066.8,15168.42,42898.38,21416,1890
2025-11,SKU-010-012,PRV-010,96,7,96,17275.2,4065.56,13209.64,3055,323
2025-11,SKU-010-013,PRV-010,167,12,167,8842.65,2410.4,6432.25,6482,710
2025-11,SKU-010-014,PRV-010,272,20,272,70706.4,17829.62,52876.78,13081,1731
2025-11,SKU-010-015,PRV-010,114,11,114,4212.3,1140.18,3072.12,3637,261
2025-11,SKU-010-016,PRV-010,209,19,209,31966.55,7285.33,24681.22,11121,1204
2025-11,SKU-010-017,PRV-010,372,28,372,30113.4,6152.32,23961.08,17511,2242
2025-11,SKU-010-018,PRV-010,415,33,415,46874.25,10092.03,36782.22,10446,825
2025-12,SKU-010-001,PRV-010,150,17,150,7942.5,536.99,7405.51,6308,419
2025-12,SKU-010-003,PRV-010,87,7,87,2692.65,178.91,2513.74,1998,148
2025-12,SKU-010-004,PRV-010,171,12,171,56421.45,3787.34,52634.11,4892,357
2025-12,SKU-010-005,PRV-010,116,11,116,30966.2,1651.17,29315.03,3659,272
2025-12,SKU-010-006,PRV-010,82,6,82,4915.9,313.26,4602.64,4063,314
2025-12,SKU-010-007,PRV-010,97,7,97,18910.15,1142.16,17767.99,3612,405
2025-12,SKU-010-008,PRV-010,61,5,61,2985.95,191.3,2794.65,3045,212
2025-12,SKU-010-009,PRV-010,100,8,100,33695.0,2150.81,31544.19,4957,363
2025-12,SKU-010-010,PRV-010,291,23,291,20355.45,1182.52,19172.93,6858,384
2025-12,SKU-010-011,PRV-010,258,26,258,35333.1,1845.51,33487.59,10192,1210
2025-12,SKU-010-012,PRV-010,76,7,76,13676.2,934.08,12742.12,1981,171
2025-12,SKU-010-013,PRV-010,196,18,196,10378.2,661.08,9717.12,7391,623
2025-12,SKU-010-014,PRV-010,190,18,190,49390.5,2767.43,46623.07,5545,541
2025-12,SKU-010-015,PRV-010,251,24,251,9274.45,554.88,8719.57,10340,1169
2025-12,SKU-010-016,PRV-010,174,18,174,26613.3,1782.69,24830.61,5452,523
2025-12,SKU-010-017,PRV-010,288,32,288,23313.6,1323.98,21989.62,10570,1386
2025-12,SKU-010-018,PRV-010,308,23,308,34788.6,1915.38,32873.22,16740,1754
2026-01,SKU-010-001,PRV-010,85,8,85,4500.75,801.94,3698.81,3519,325
2026-01,SKU-010-003,PRV-010,96,9,96,2971.2,495.97,2475.23,4257,347
2026-01,SKU-010-004,PRV-010,149,16,149,49162.55,9377.09,39785.46,4021,481
2026-01,SKU-010-005,PRV-010,121,10,121,32300.95,5915.16,26385.79,6667,761
2026-01,SKU-010-006,PRV-010,73,8,73,4376.35,709.9,3666.45,1911,176
2026-01,SKU-010-007,PRV-010,106,8,106,20664.7,3877.16,16787.54,4701,462
2026-01,SKU-010-008,PRV-010,67,5,67,3279.65,711.04,2568.61,1513,183
2026-01,SKU-010-009,PRV-010,180,17,180,60651.0,11007.68,49643.32,6615,716
2026-01,SKU-010-010,PRV-010,226,22,226,15808.7,2850.58,12958.12,8885,724
2026-01,SKU-010-011,PRV-010,233,19,233,31909.35,6249.32,25660.03,7462,711
2026-01,SKU-010-012,PRV-010,70,6,70,12596.5,2395.69,10200.81,2782,365
