event_id,event_date,shift,machine_id,plant_id,reason_code,duration_min
EV-025364,2026-08-10,A,ASSY-01,VLD,CHG-OVER,30.2
EV-025365,2026-08-10,A,ASSY-01,VLD,BRK-MECH,56.4
EV-025366,2026-08-10,A,ASSY-01,VLD,BLOCK,18.8
EV-025367,2026-08-10,A,ASSY-01,VLD,SENSOR,2.0
EV-025368,2026-08-10,A,ASSY-01,VLD,MINOR-ADJ,1.9
EV-025369,2026-08-10,A,ASSY-02,VLD,PM-PLAN,45.7
EV-025370,2026-08-10,A,ASSY-02,VLD,BRK-HYD,35.4
EV-025371,2026-08-10,A,ASSY-02,VLD,NO-OP,22.3
EV-025372,2026-08-10,A,ASSY-02,VLD,BRK-MECH,28.6
EV-025373,2026-08-10,A,ASSY-02,VLD,MINOR-ADJ,0.6
EV-025374,2026-08-10,A,ASSY-02,VLD,MISFEED,1.5
EV-025375,2026-08-10,A,LEAK-01,VLD,BLOCK,13.0
EV-025376,2026-08-10,A,LEAK-01,VLD,BRK-HYD,57.5
EV-025377,2026-08-10,A,LEAK-01,VLD,BRK-TOOL,31.0
EV-025378,2026-08-10,A,LEAK-01,VLD,JAM,0.6
EV-025379,2026-08-10,A,LEAK-01,VLD,MISFEED,3.1
EV-025380,2026-08-10,A,PACK-01,VLD,CHG-OVER,24.1
EV-025381,2026-08-10,A,PACK-01,VLD,CHG-OVER,25.8
EV-025382,2026-08-10,A,PACK-01,VLD,CHG-OVER,23.3
EV-025383,2026-08-10,A,PACK-01,VLD,CHG-OVER,18.6
EV-025384,2026-08-10,A,PACK-01,VLD,CHG-OVER,21.3
EV-025385,2026-08-10,B,ASSY-01,VLD,PM-PLAN,66.7
EV-025386,2026-08-10,B,ASSY-01,VLD,QA-CHECK,9.8
EV-025387,2026-08-10,B,ASSY-01,VLD,CLEAN,22.6
EV-025388,2026-08-10,B,ASSY-01,VLD,SENSOR,3.8
EV-025389,2026-08-10,B,ASSY-02,VLD,CHG-OVER,44.2
EV-025390,2026-08-10,B,ASSY-02,VLD,CHG-OVER,48.9
EV-025391,2026-08-10,B,ASSY-02,VLD,BRK-MECH,19.0
EV-025392,2026-08-10,B,ASSY-02,VLD,NO-OP,23.8
EV-025393,2026-08-10,B,ASSY-02,VLD,MISFEED,1.9
EV-025394,2026-08-10,B,ASSY-02,VLD,MINOR-ADJ,2.0
EV-025395,2026-08-10,B,ASSY-02,VLD,CHIP-CLR,2.9
EV-025396,2026-08-10,B,LEAK-01,VLD,CLEAN,21.2
EV-025397,2026-08-10,B,LEAK-01,VLD,BRK-MECH,50.3
EV-025398,2026-08-10,B,LEAK-01,VLD,BLOCK,26.0
EV-025399,2026-08-10,B,LEAK-01,VLD,CHIP-CLR,2.6
EV-025400,2026-08-10,B,LEAK-01,VLD,CHIP-CLR,3.4
EV-025401,2026-08-10,B,PACK-01,VLD,CHG-OVER,14.5
EV-025402,2026-08-10,B,PACK-01,VLD,CHG-OVER,20.6
EV-025403,2026-08-10,B,PACK-01,VLD,CHG-OVER,19.3
EV-025404,2026-08-10,B,PACK-01,VLD,NO-OP,41.0
EV-025405,2026-08-11,A,PRESS-01,BRM,ADJ-TOOL,16.4
EV-025406,2026-08-11,A,PRESS-01,BRM,BLOCK,47.8
EV-025407,2026-08-11,A,PRESS-01,BRM,BRK-TOOL,53.0
EV-025408,2026-08-11,A,PRESS-01,BRM,BRK-MECH,45.0
EV-025409,2026-08-11,A,PRESS-01,BRM,SENSOR,2.5
EV-025410,2026-08-11,A,PRESS-02,BRM,CHG-OVER,114.1
EV-025411,2026-08-11,A,PRESS-02,BRM,CHG-OVER,97.8
EV-025412,2026-08-11,A,PRESS-02,BRM,QA-CHECK,11.5
EV-025413,2026-08-11,A,PRESS-03,BRM,CHG-OVER,40.3
EV-025414,2026-08-11,A,PRESS-03,BRM,PM-PLAN,32.3
EV-025415,2026-08-11,A,PRESS-03,BRM,BRK-MECH,28.9
EV-025416,2026-08-11,A,PRESS-03,BRM,BRK-HYD,16.4
EV-025417,2026-08-11,A,WELD-01,BRM,CLEAN,24.0
EV-025418,2026-08-11,A,WELD-01,BRM,BRK-HYD,19.8
EV-025419,2026-08-11,A,WELD-01,BRM,MINOR-ADJ,2.5
EV-025420,2026-08-11,A,WELD-01,BRM,JAM,4.1
EV-025421,2026-08-11,A,WELD-01,BRM,MISFEED,2.6
EV-025422,2026-08-11,A,WELD-01,BRM,JAM,2.7
EV-025423,2026-08-11,A,WELD-01,BRM,MISFEED,2.9
EV-025424,2026-08-11,A,WELD-01,BRM,JAM,2.7
EV-025425,2026-08-11,A,WELD-01,BRM,MINOR-ADJ,0.7
EV-025426,2026-08-11,A,WELD-01,BRM,JAM,4.1
EV-025427,2026-08-11,A,WELD-01,BRM,MISFEED,1.0
EV-025428,2026-08-11,A,WELD-01,BRM,JAM,1.8
EV-025429,2026-08-11,A,WELD-02,BRM,BRK-ELEC,41.1
EV-025430,2026-08-11,A,WELD-02,BRM,NO-OP,25.5
EV-025431,2026-08-11,A,WELD-02,BRM,BLOCK,12.6
EV-025432,2026-08-11,B,PRESS-01,BRM,BRK-TOOL,15.7
EV-025433,2026-08-11,B,PRESS-01,BRM,BRK-HYD,49.8
EV-025434,2026-08-11,B,PRESS-01,BRM,BLOCK,43.7
EV-025435,2026-08-11,B,PRESS-01,BRM,NO-OP,22.0
EV-025436,2026-08-11,B,PRESS-01,BRM,BRK-MECH,13.3
EV-025437,2026-08-11,B,PRESS-02,BRM,CHG-OVER,99.3
EV-025438,2026-08-11,B,PRESS-02,BRM,CHG-OVER,120.8
EV-025439,2026-08-11,B,PRESS-03,BRM,QA-CHECK,18.0
EV-025440,2026-08-11,B,PRESS-03,BRM,BLOCK,49.1
EV-025441,2026-08-11,B,PRESS-03,BRM,BRK-MECH,17.1
EV-025442,2026-08-11,B,PRESS-03,BRM,BRK-ELEC,17.1
EV-025443,2026-08-11,B,PRESS-03,BRM,CHIP-CLR,0.6
EV-025444,2026-08-11,B,WELD-01,BRM,NO-OP,38.8
EV-025445,2026-08-11,B,WELD-01,BRM,ADJ-TOOL,11.5
EV-025446,2026-08-11,B,WELD-01,BRM,MISFEED,2.8
EV-025447,2026-08-11,B,WELD-01,BRM,MINOR-ADJ,3.6
EV-025448,2026-08-11,B,WELD-01,BRM,MINOR-ADJ,2.0
EV-025449,2026-08-11,B,WELD-01,BRM,JAM,1.5
EV-025450,2026-08-11,B,WELD-01,BRM,JAM,1.7
EV-025451,2026-08-11,B,WELD-01,BRM,SENSOR,2.9
EV-025452,2026-08-11,B,WELD-01,BRM,SENSOR,3.6
EV-025453,2026-08-11,B,WELD-01,BRM,MISFEED,0.7
EV-025454,2026-08-11,B,WELD-01,BRM,SENSOR,1.2
EV-025455,2026-08-11,B,WELD-01,BRM,MISFEED,3.1
EV-025456,2026-08-11,B,WELD-01,BRM,MISFEED,1.6
EV-025457,2026-08-11,B,WELD-01,BRM,SENSOR,0.8
EV-025458,2026-08-11,B,WELD-01,BRM,JAM,2.2
EV-025459,2026-08-11,B,WELD-02,BRM,CHG-OVER,16.6
EV-025460,2026-08-11,B,WELD-02,BRM,ADJ-TOOL,7.5
EV-025461,2026-08-11,B,WELD-02,BRM,CLEAN,13.2
EV-025462,2026-08-11,B,WELD-02,BRM,BRK-HYD,45.5
EV-025463,2026-08-11,C,PRESS-01,BRM,QA-CHECK,18.3
EV-025464,2026-08-11,C,PRESS-01,BRM,BRK-ELEC,55.2
EV-025465,2026-08-11,C,PRESS-01,BRM,BRK-HYD,51.1
EV-025466,2026-08-11,C,PRESS-01,BRM,BRK-MECH,55.4
EV-025467,2026-08-11,C,PRESS-01,BRM,MINOR-ADJ,2.4
EV-025468,2026-08-11,C,PRESS-02,BRM,CHG-OVER,89.9
EV-025469,2026-08-11,C,PRESS-02,BRM,CHG-OVER,102.0
EV-025470,2026-08-11,C,PRESS-02,BRM,CHG-OVER,104.2
EV-025471,2026-08-11,C,PRESS-03,BRM,CHG-OVER,25.3
EV-025472,2026-08-11,C,PRESS-03,BRM,BLOCK,86.8
EV-025473,2026-08-11,C,WELD-01,BRM,CHG-OVER,26.4
EV-025474,2026-08-11,C,WELD-01,BRM,ADJ-TOOL,7.0
EV-025475,2026-08-11,C,WELD-01,BRM,NO-OP,26.9
EV-025476,2026-08-11,C,WELD-01,BRM,JAM,2.2
EV-025477,2026-08-11,C,WELD-01,BRM,MISFEED,1.1
EV-025478,2026-08-11,C,WELD-01,BRM,CHIP-CLR,2.1
EV-025479,2026-08-11,C,WELD-01,BRM,MINOR-ADJ,4.2
EV-025480,2026-08-11,C,WELD-01,BRM,CHIP-CLR,1.8
EV-025481,2026-08-11,C,WELD-01,BRM,JAM,4.3
EV-025482,2026-08-11,C,WELD-01,BRM,CHIP-CLR,4.5
EV-025483,2026-08-11,C,WELD-01,BRM,SENSOR,3.5
EV-025484,2026-08-11,C,WELD-02,BRM,CHG-OVER,18.6
EV-025485,2026-08-11,C,WELD-02,BRM,BRK-MECH,65.8
EV-025486,2026-08-11,C,WELD-02,BRM,BRK-MECH,56.8
EV-025487,2026-08-11,C,WELD-02,BRM,MINOR-ADJ,1.9
EV-025488,2026-08-11,A,CNC-01,STW,BRK-ELEC,36.0
EV-025489,2026-08-11,A,CNC-01,STW,BRK-HYD,14.0
EV-025490,2026-08-11,A,CNC-01,STW,BLOCK,36.0
EV-025491,2026-08-11,A,CNC-02,STW,BRK-HYD,38.6
EV-025492,2026-08-11,A,CNC-02,STW,CHG-OVER,35.4
EV-025493,2026-08-11,A,CNC-03,STW,STARVE,126.1
EV-025494,2026-08-11,A,CNC-03,STW,STARVE,114.4
EV-025495,2026-08-11,A,CNC-03,STW,STARVE,90.6
EV-025496,2026-08-11,A,CNC-03,STW,STARVE,51.3
EV-025497,2026-08-11,A,CNC-04,STW,CHG-OVER,20.4
EV-025498,2026-08-11,A,CNC-04,STW,PM-PLAN,64.7
EV-025499,2026-08-11,A,CNC-04,STW,BRK-MECH,14.7
EV-025500,2026-08-11,A,GRIND-01,STW,BRK-MECH,35.2
EV-025501,2026-08-11,A,GRIND-01,STW,BRK-TOOL,33.7
EV-025502,2026-08-11,A,GRIND-01,STW,BRK-HYD,53.3
EV-025503,2026-08-11,B,CNC-01,STW,ADJ-TOOL,9.9
EV-025504,2026-08-11,B,CNC-01,STW,BRK-MECH,55.8
EV-025505,2026-08-11,B,CNC-01,STW,BRK-HYD,17.4
EV-025506,2026-08-11,B,CNC-01,STW,BRK-MECH,22.5
EV-025507,2026-08-11,B,CNC-02,STW,BRK-ELEC,42.8
EV-025508,2026-08-11,B,CNC-02,STW,BRK-ELEC,28.2
EV-025509,2026-08-11,B,CNC-02,STW,BRK-MECH,23.9
EV-025510,2026-08-11,B,CNC-03,STW,BRK-MECH,32.6
EV-025511,2026-08-11,B,CNC-03,STW,STARVE,125.6
EV-025512,2026-08-11,B,CNC-03,STW,STARVE,88.1
EV-025513,2026-08-11,B,CNC-03,STW,STARVE,71.4
EV-025514,2026-08-11,B,CNC-03,STW,STARVE,70.0
EV-025515,2026-08-11,B,CNC-03,STW,PM-PLAN,55.2
EV-025516,2026-08-11,B,CNC-03,STW,QA-CHECK,17.1
EV-025517,2026-08-11,B,CNC-04,STW,BRK-HYD,38.5
EV-025518,2026-08-11,B,CNC-04,STW,BRK-ELEC,30.3
EV-025519,2026-08-11,B,GRIND-01,STW,ADJ-TOOL,15.2
EV-025520,2026-08-11,B,GRIND-01,STW,CLEAN,15.6
EV-025521,2026-08-11,B,GRIND-01,STW,BLOCK,35.5
EV-025522,2026-08-11,B,GRIND-01,STW,BRK-TOOL,25.8
EV-025523,2026-08-11,B,GRIND-01,STW,JAM,0.6
EV-025524,2026-08-11,C,CNC-01,STW,CHG-OVER,36.8
EV-025525,2026-08-11,C,CNC-01,STW,CHG-OVER,35.2
EV-025526,2026-08-11,C,CNC-01,STW,CHG-OVER,37.1
EV-025527,2026-08-11,C,CNC-02,STW,PM-PLAN,66.9
EV-025528,2026-08-11,C,CNC-02,STW,CLEAN,10.6
EV-025529,2026-08-11,C,CNC-02,STW,BRK-TOOL,40.6
EV-025530,2026-08-11,C,CNC-02,STW,BRK-HYD,20.0
EV-025531,2026-08-11,C,CNC-02,STW,JAM,4.1
EV-025532,2026-08-11,C,CNC-03,STW,STARVE,97.5
EV-025533,2026-08-11,C,CNC-03,STW,QA-CHECK,13.6
EV-025534,2026-08-11,C,CNC-03,STW,CLEAN,19.6
EV-025535,2026-08-11,C,CNC-03,STW,STARVE,66.0
EV-025536,2026-08-11,C,CNC-04,STW,BLOCK,35.2
EV-025537,2026-08-11,C,CNC-04,STW,BRK-HYD,20.7
EV-025538,2026-08-11,C,CNC-04,STW,BRK-ELEC,30.6
EV-025539,2026-08-11,C,GRIND-01,STW,BRK-TOOL,39.7
EV-025540,2026-08-11,C,GRIND-01,STW,BRK-ELEC,77.8
EV-025541,2026-08-11,C,GRIND-01,STW,BLOCK,46.3
EV-025542,2026-08-11,C,GRIND-01,STW,CHIP-CLR,0.9
EV-025543,2026-08-11,A,ASSY-01,VLD,NO-OP,44.6
EV-025544,2026-08-11,A,ASSY-01,VLD,BLOCK,47.2
EV-025545,2026-08-11,A,ASSY-01,VLD,JAM,2.9
EV-025546,2026-08-11,A,ASSY-01,VLD,CHIP-CLR,0.9
EV-025547,2026-08-11,A,ASSY-02,VLD,QA-CHECK,8.0
EV-025548,2026-08-11,A,ASSY-02,VLD,BRK-MECH,41.6
EV-025549,2026-08-11,A,ASSY-02,VLD,BRK-TOOL,23.9
EV-025550,2026-08-11,A,ASSY-02,VLD,BRK-MECH,18.6
EV-025551,2026-08-11,A,ASSY-02,VLD,SENSOR,3.3
EV-025552,2026-08-11,A,LEAK-01,VLD,BRK-TOOL,48.5
EV-025553,2026-08-11,A,LEAK-01,VLD,NO-OP,20.5
EV-025554,2026-08-11,A,LEAK-01,VLD,JAM,1.0
EV-025555,2026-08-11,A,LEAK-01,VLD,MINOR-ADJ,0.8
EV-025556,2026-08-11,A,LEAK-01,VLD,JAM,3.0
EV-025557,2026-08-11,A,PACK-01,VLD,CHG-OVER,14.3
EV-025558,2026-08-11,A,PACK-01,VLD,CHG-OVER,18.7
EV-025559,2026-08-11,A,PACK-01,VLD,ADJ-TOOL,10.5
EV-025560,2026-08-11,A,PACK-01,VLD,NO-OP,28.2
EV-025561,2026-08-11,A,PACK-01,VLD,NO-OP,13.0
EV-025562,2026-08-11,A,PACK-01,VLD,MINOR-ADJ,1.9
EV-025563,2026-08-11,A,PACK-01,VLD,MINOR-ADJ,1.0
EV-025564,2026-08-11,A,PACK-01,VLD,MISFEED,1.5
EV-025565,2026-08-11,B,ASSY-01,VLD,CHG-OVER,32.9
EV-025566,2026-08-11,B,ASSY-01,VLD,BRK-HYD,55.4
EV-025567,2026-08-11,B,ASSY-01,VLD,BRK-HYD,25.4
EV-025568,2026-08-11,B,ASSY-01,VLD,MISFEED,1.0
EV-025569,2026-08-11,B,ASSY-01,VLD,MISFEED,1.6
EV-025570,2026-08-11,B,ASSY-02,VLD,BRK-MECH,45.4
EV-025571,2026-08-11,B,ASSY-02,VLD,BRK-MECH,30.0
EV-025572,2026-08-11,B,ASSY-02,VLD,BRK-HYD,16.0
EV-025573,2026-08-11,B,ASSY-02,VLD,SENSOR,3.0
EV-025574,2026-08-11,B,ASSY-02,VLD,JAM,4.3
EV-025575,2026-08-11,B,LEAK-01,VLD,BRK-MECH,32.0
EV-025576,2026-08-11,B,LEAK-01,VLD,BRK-ELEC,38.2
EV-025577,2026-08-11,B,LEAK-01,VLD,SENSOR,4.2
EV-025578,2026-08-11,B,PACK-01,VLD,CHG-OVER,24.7
EV-025579,2026-08-11,B,PACK-01,VLD,CHG-OVER,23.0
EV-025580,2026-08-11,B,PACK-01,VLD,ADJ-TOOL,16.8
EV-025581,2026-08-11,B,PACK-01,VLD,CLEAN,16.2
EV-025582,2026-08-11,B,PACK-01,VLD,NO-OP,31.6
EV-025583,2026-08-11,B,PACK-01,VLD,CHIP-CLR,1.8
EV-025584,2026-08-12,A,PRESS-01,BRM,CHG-OVER,50.0
EV-025585,2026-08-12,A,PRESS-01,BRM,ADJ-TOOL,17.1
EV-025586,2026-08-12,A,PRESS-01,BRM,QA-CHECK,12.8
EV-025587,2026-08-12,A,PRESS-01,BRM,BRK-TOOL,38.4
EV-025588,2026-08-12,A,PRESS-01,BRM,BRK-ELEC,12.6
EV-025589,2026-08-12,A,PRESS-02,BRM,CHG-OVER,112.4
EV-025590,2026-08-12,A,PRESS-02,BRM,CHG-OVER,90.1
EV-025591,2026-08-12,A,PRESS-02,BRM,ADJ-TOOL,8.0
EV-025592,2026-08-12,A,PRESS-02,BRM,BRK-TOOL,39.3
EV-025593,2026-08-12,A,PRESS-03,BRM,CHG-OVER,38.1
EV-025594,2026-08-12,A,PRESS-03,BRM,NO-OP,31.5
EV-025595,2026-08-12,A,WELD-01,BRM,CHG-OVER,19.3
EV-025596,2026-08-12,A,WELD-01,BRM,BRK-HYD,26.8
EV-025597,2026-08-12,A,WELD-01,BRM,SENSOR,2.1
EV-025598,2026-08-12,A,WELD-01,BRM,JAM,1.2
EV-025599,2026-08-12,A,WELD-01,BRM,JAM,4.0
EV-025600,2026-08-12,A,WELD-01,BRM,CHIP-CLR,3.7
EV-025601,2026-08-12,A,WELD-01,BRM,MINOR-ADJ,1.8
EV-025602,2026-08-12,A,WELD-01,BRM,JAM,1.3
EV-025603,2026-08-12,A,WELD-01,BRM,SENSOR,4.0
EV-025604,2026-08-12,A,WELD-01,BRM,JAM,3.9
EV-025605,2026-08-12,A,WELD-01,BRM,CHIP-CLR,0.6
EV-025606,2026-08-12,A,WELD-01,BRM,JAM,2.9
EV-025607,2026-08-12,A,WELD-01,BRM,MISFEED,0.5
EV-025608,2026-08-12,A,WELD-01,BRM,SENSOR,1.7
EV-025609,2026-08-12,A,WELD-01,BRM,CHIP-CLR,2.6
EV-025610,2026-08-12,A,WELD-01,BRM,SENSOR,0.6
EV-025611,2026-08-12,A,WELD-01,BRM,SENSOR,1.5
EV-025612,2026-08-12,A,WELD-01,BRM,SENSOR,2.5
EV-025613,2026-08-12,A,WELD-01,BRM,CHIP-CLR,1.0
EV-025614,2026-08-12,A,WELD-02,BRM,CHG-OVER,17.5
EV-025615,2026-08-12,A,WELD-02,BRM,CHG-OVER,19.1
EV-025616,2026-08-12,A,WELD-02,BRM,BRK-HYD,36.5
EV-025617,2026-08-12,B,PRESS-01,BRM,BRK-ELEC,54.9
EV-025618,2026-08-12,B,PRESS-01,BRM,BRK-TOOL,21.2
EV-025619,2026-08-12,B,PRESS-01,BRM,BLOCK,41.1
EV-025620,2026-08-12,B,PRESS-01,BRM,BRK-HYD,21.2
EV-025621,2026-08-12,B,PRESS-02,BRM,CHG-OVER,87.7
EV-025622,2026-08-12,B,PRESS-02,BRM,CHG-OVER,113.0
EV-025623,2026-08-12,B,PRESS-02,BRM,PM-PLAN,53.4
EV-025624,2026-08-12,B,PRESS-03,BRM,NO-OP,29.6
EV-025625,2026-08-12,B,PRESS-03,BRM,BRK-TOOL,53.7
EV-025626,2026-08-12,B,WELD-01,BRM,QA-CHECK,16.5
EV-025627,2026-08-12,B,WELD-01,BRM,BRK-TOOL,29.2
EV-025628,2026-08-12,B,WELD-01,BRM,MISFEED,3.3
EV-025629,2026-08-12,B,WELD-01,BRM,SENSOR,0.9
EV-025630,2026-08-12,B,WELD-01,BRM,CHIP-CLR,1.1
EV-025631,2026-08-12,B,WELD-01,BRM,MINOR-ADJ,0.9
EV-025632,2026-08-12,B,WELD-01,BRM,MINOR-ADJ,2.2
EV-025633,2026-08-12,B,WELD-01,BRM,MINOR-ADJ,1.8
EV-025634,2026-08-12,B,WELD-01,BRM,MINOR-ADJ,0.8
EV-025635,2026-08-12,B,WELD-01,BRM,CHIP-CLR,1.9
EV-025636,2026-08-12,B,WELD-01,BRM,MISFEED,2.1
EV-025637,2026-08-12,B,WELD-01,BRM,CHIP-CLR,3.7
EV-025638,2026-08-12,B,WELD-01,BRM,JAM,4.0
EV-025639,2026-08-12,B,WELD-01,BRM,MISFEED,3.9
EV-025640,2026-08-12,B,WELD-01,BRM,CHIP-CLR,1.6
EV-025641,2026-08-12,B,WELD-01,BRM,SENSOR,0.8
EV-025642,2026-08-12,B,WELD-02,BRM,NO-OP,19.5
EV-025643,2026-08-12,B,WELD-02,BRM,BRK-HYD,24.8
EV-025644,2026-08-12,B,WELD-02,BRM,NO-OP,16.6
EV-025645,2026-08-12,B,WELD-02,BRM,BLOCK,15.2
EV-025646,2026-08-12,C,PRESS-01,BRM,CHG-OVER,39.2
EV-025647,2026-08-12,C,PRESS-01,BRM,PM-PLAN,58.5
EV-025648,2026-08-12,C,PRESS-01,BRM,BRK-ELEC,119.3
EV-025649,2026-08-12,C,PRESS-01,BRM,BRK-TOOL,33.3
EV-025650,2026-08-12,C,PRESS-01,BRM,MISFEED,1.4
EV-025651,2026-08-12,C,PRESS-02,BRM,CHG-OVER,107.4
EV-025652,2026-08-12,C,PRESS-02,BRM,ADJ-TOOL,95.4
EV-025653,2026-08-12,C,PRESS-02,BRM,ADJ-TOOL,75.5
EV-025654,2026-08-12,C,PRESS-03,BRM,CHG-OVER,34.5
EV-025655,2026-08-12,C,PRESS-03,BRM,QA-CHECK,16.9
EV-025656,2026-08-12,C,PRESS-03,BRM,BRK-ELEC,50.5
EV-025657,2026-08-12,C,PRESS-03,BRM,BRK-TOOL,54.4
EV-025658,2026-08-12,C,WELD-01,BRM,BRK-HYD,66.8
EV-025659,2026-08-12,C,WELD-01,BRM,SENSOR,0.6
EV-025660,2026-08-12,C,WELD-01,BRM,MISFEED,0.6
EV-025661,2026-08-12,C,WELD-01,BRM,MINOR-ADJ,1.6
EV-025662,2026-08-12,C,WELD-01,BRM,JAM,0.7
EV-025663,2026-08-12,C,WELD-01,BRM,JAM,2.7
EV-025664,2026-08-12,C,WELD-01,BRM,MINOR-ADJ,2.6
EV-025665,2026-08-12,C,WELD-01,BRM,JAM,4.4
EV-025666,2026-08-12,C,WELD-01,BRM,CHIP-CLR,3.7
EV-025667,2026-08-12,C,WELD-01,BRM,MISFEED,4.4
EV-025668,2026-08-12,C,WELD-01,BRM,JAM,2.5
EV-025669,2026-08-12,C,WELD-01,BRM,CHIP-CLR,1.7
EV-025670,2026-08-12,C,WELD-01,BRM,SENSOR,1.3
EV-025671,2026-08-12,C,WELD-01,BRM,JAM,4.0
EV-025672,2026-08-12,C,WELD-01,BRM,CHIP-CLR,2.3
EV-025673,2026-08-12,C,WELD-01,BRM,MISFEED,3.8
EV-025674,2026-08-12,C,WELD-01,BRM,JAM,3.8
EV-025675,2026-08-12,C,WELD-01,BRM,CHIP-CLR,3.7
EV-025676,2026-08-12,C,WELD-01,BRM,JAM,0.6
EV-025677,2026-08-12,C,WELD-01,BRM,SENSOR,4.1
EV-025678,2026-08-12,C,WELD-01,BRM,SENSOR,3.3
EV-025679,2026-08-12,C,WELD-01,BRM,MINOR-ADJ,3.1
EV-025680,2026-08-12,C,WELD-01,BRM,MINOR-ADJ,1.6
EV-025681,2026-08-12,C,WELD-02,BRM,BRK-MECH,87.8
EV-025682,2026-08-12,C,WELD-02,BRM,BLOCK,18.0
EV-025683,2026-08-12,C,WELD-02,BRM,CHIP-CLR,1.7
EV-025684,2026-08-12,C,WELD-02,BRM,SENSOR,2.2
EV-025685,2026-08-12,A,CNC-01,STW,CHG-OVER,37.4
EV-025686,2026-08-12,A,CNC-01,STW,BRK-ELEC,48.2
EV-025687,2026-08-12,A,CNC-01,STW,MISFEED,3.5
EV-025688,2026-08-12,A,CNC-01,STW,CHIP-CLR,3.6
EV-025689,2026-08-12,A,CNC-02,STW,PM-PLAN,79.3
EV-025690,2026-08-12,A,CNC-03,STW,STARVE,77.4
EV-025691,2026-08-12,A,CNC-03,STW,STARVE,126.3
EV-025692,2026-08-12,A,CNC-03,STW,ADJ-TOOL,11.1
EV-025693,2026-08-12,A,CNC-03,STW,NO-OP,29.6
EV-025694,2026-08-12,A,CNC-03,STW,SENSOR,1.9
EV-025695,2026-08-12,A,CNC-04,STW,BRK-TOOL,52.4
EV-025696,2026-08-12,A,GRIND-01,STW,BRK-HYD,39.4
EV-025697,2026-08-12,A,GRIND-01,STW,CHG-OVER,46.9
EV-025698,2026-08-12,A,GRIND-01,STW,BRK-HYD,38.0
EV-025699,2026-08-12,A,GRIND-01,STW,BRK-MECH,24.1
EV-025700,2026-08-12,A,GRIND-01,STW,MINOR-ADJ,4.3
EV-025701,2026-08-12,B,CNC-01,STW,CHG-OVER,22.8
EV-025702,2026-08-12,B,CNC-01,STW,CHG-OVER,32.0
EV-025703,2026-08-12,B,CNC-01,STW,BRK-ELEC,52.8
EV-025704,2026-08-12,B,CNC-02,STW,BRK-ELEC,23.8
EV-025705,2026-08-12,B,CNC-02,STW,BRK-ELEC,25.7
EV-025706,2026-08-12,B,CNC-02,STW,BLOCK,35.1
EV-025707,2026-08-12,B,CNC-02,STW,BRK-MECH,28.2
EV-025708,2026-08-12,B,CNC-02,STW,SENSOR,0.8
EV-025709,2026-08-12,B,CNC-02,STW,JAM,1.3
EV-025710,2026-08-12,B,CNC-03,STW,STARVE,141.6
EV-025711,2026-08-12,B,CNC-03,STW,STARVE,111.0
EV-025712,2026-08-12,B,CNC-03,STW,STARVE,131.9
EV-025713,2026-08-12,B,CNC-03,STW,PM-PLAN,75.7
EV-025714,2026-08-12,B,CNC-04,STW,NO-OP,49.2
EV-025715,2026-08-12,B,CNC-04,STW,BRK-MECH,35.3
EV-025716,2026-08-12,B,CNC-04,STW,MISFEED,4.0
EV-025717,2026-08-12,B,GRIND-01,STW,QA-CHECK,10.7
EV-025718,2026-08-12,B,GRIND-01,STW,BRK-MECH,23.1
EV-025719,2026-08-12,B,GRIND-01,STW,BRK-HYD,36.6
EV-025720,2026-08-12,B,GRIND-01,STW,NO-OP,50.9
EV-025721,2026-08-12,B,GRIND-01,STW,CHIP-CLR,2.5
EV-025722,2026-08-12,B,GRIND-01,STW,JAM,3.9
EV-025723,2026-08-12,C,CNC-01,STW,CHG-OVER,31.9
EV-025724,2026-08-12,C,CNC-01,STW,BRK-ELEC,55.3
EV-025725,2026-08-12,C,CNC-01,STW,BRK-MECH,28.4
EV-025726,2026-08-12,C,CNC-02,STW,CHG-OVER,34.4
EV-025727,2026-08-12,C,CNC-02,STW,CHG-OVER,31.5
EV-025728,2026-08-12,C,CNC-02,STW,PM-PLAN,69.9
EV-025729,2026-08-12,C,CNC-02,STW,BRK-MECH,12.4
EV-025730,2026-08-12,C,CNC-03,STW,STARVE,106.6
EV-025731,2026-08-12,C,CNC-03,STW,NO-OP,47.2
EV-025732,2026-08-12,C,CNC-03,STW,STARVE,36.5
EV-025733,2026-08-12,C,CNC-03,STW,NO-OP,25.2
EV-025734,2026-08-12,C,CNC-03,STW,STARVE,47.2
EV-025735,2026-08-12,C,CNC-03,STW,STARVE,55.0
EV-025736,2026-08-12,C,CNC-03,STW,NO-OP,31.7
EV-025737,2026-08-12,C,CNC-04,STW,QA-CHECK,16.2
EV-025738,2026-08-12,C,CNC-04,STW,BRK-ELEC,33.9
EV-025739,2026-08-12,C,CNC-04,STW,BLOCK,36.5
EV-025740,2026-08-12,C,CNC-04,STW,NO-OP,22.6
EV-025741,2026-08-12,C,GRIND-01,STW,BRK-ELEC,51.5
EV-025742,2026-08-12,C,GRIND-01,STW,NO-OP,34.5
EV-025743,2026-08-12,C,GRIND-01,STW,BLOCK,30.6
EV-025744,2026-08-12,C,GRIND-01,STW,BRK-HYD,17.1
EV-025745,2026-08-12,A,ASSY-01,VLD,BRK-TOOL,16.8
EV-025746,2026-08-12,A,ASSY-01,VLD,BRK-ELEC,19.3
